split,source_file,run_index,n_samples,BL_DeadZone_cmd,BL_DeadZone_zc,BL_ReversalErr_cmd,BL_ReversalErr_zc,BL_HystArea,BL_DirFE_Asym,STIFF_TorqueSlope,STIFF_ComplStd,PosFE_Slope,FR_Coulomb,FR_Viscous,FE_RMS,FE_Max,n_cmd_reversals,n_zero_crossings
train,train_load0_1e_m15_200x5.csv,22,299951,,0.0,,7.268409143969251,0.006059344973570618,3.540818235672107,-0.6248776977503291,0.016724034320019766,0.2877192799217635,2.6207763286529056,-0.1053180931506211,5.9061055436243155,19.246543246837007,0,8
train,train_load0_1e_m15_200x5.csv,23,299951,0.0,0.0,19.581620930698023,6.1714761806690035,0.025899123887337797,2.3458282597775666,-0.594157089579074,0.007684427398456234,0.3907121333136602,2.6377995918261696,-0.11738993951422817,5.74111533873263,19.581620930698023,1,8
train,train_load0_1e_m15_200x5.csv,24,299951,0.0,0.0,12.818898823285508,1.739984062315519,0.008006533156926048,1.1623046812535658,-0.8057377791504398,0.004754199854679551,0.3679832545923757,2.3285515676892357,-0.047897098240631764,3.9920990634227356,15.12562131715697,2,6
train,train_load0_1e_m15_200x5.csv,25,299951,0.0,0.0,8.778636001658015,3.5034548820164315,0.005850468236187236,2.9902488712826503,-0.841989608415136,0.005603834750481338,0.44765154277612634,2.1923189290772824,-0.08988528556410824,3.7373867571731565,16.10588310437595,2,7
train,train_load0_1e_m15_200x5.csv,26,299951,0.0,0.0,11.366985994952339,5.151444760831445,0.02160702768301114,5.335511048631921,-0.657200272437527,0.0065185824446783985,0.859214815413275,2.45081288128015,-0.0884816159116681,5.2647200105037335,19.35409361316499,3,7
train,train_load0_1e_m15_200x5.csv,27,299951,0.0,0.0,19.900513870742998,4.140057822588988,0.006584402605949401,0.3123202221170356,-0.6250977899990162,0.01024559943479778,0.4035902548938758,2.5512839010071526,-0.1103711952304753,5.336112885962907,19.900513870742998,1,7
train,train_load0_1e_m15_200x5.csv,28,299951,0.0,0.0,8.271522676310013,5.163848146152568,0.003463502237068065,3.7166981502579706,-0.8207579548238523,0.019634618992173763,0.08375603540022333,2.47978535199646,-0.09369948913186656,4.527111505772086,16.658151581791998,1,7
train,train_load0_1e_m15_200x5.csv,29,299951,0.0,0.0,14.44786079721996,5.822043897763123,0.0061808668719113445,5.8994942005608,-0.6458713535722139,0.00867388247550649,0.21294131652307813,2.306502481881315,-0.13258607682536747,5.305286982537471,19.741304705128982,1,8
train,train_load0_1e_m15_200x5.csv,30,299951,0.0,0.0,10.018781124510042,3.996136393669623,0.006660691311555171,0.22339173491676423,-0.8568614435386068,0.007650946579397544,0.36221109466682255,2.35043445244055,-0.059246988541417044,3.784991904526477,14.901107801769001,1,8
train,train_load0_1e_m15_200x5.csv,31,299951,0.0,0.0,16.746845043090957,4.239287947738019,0.015607711587643625,4.253459975974846,-0.7975841251735644,0.006953814512319349,0.5852641833582801,2.551994528573615,-0.11028435774202713,4.870342203937665,16.746845043090957,1,7
train,train_load0_1e_m15_200x5.csv,32,299951,0.0,0.0,9.562964653422,5.611381674257885,0.008338181971414706,2.588017512511522,-0.8195048416967387,0.013752799138555705,0.20236066584200169,2.501180482567875,-0.09998060148446757,4.518681289856296,15.883361925569034,1,8
train,train_load0_1e_m15_200x5.csv,33,299951,0.0,0.0,18.791120223865335,4.116183731293712,0.01358693139260109,0.8203251553897823,-0.5095307551076932,0.01656076683780746,0.4468150384054326,2.610584303393476,-0.11031929103005773,6.540930867930289,19.375936744440025,3,7
train,train_load0_1e_m15_200x5.csv,34,299951,0.0,0.0,6.7830091166970305,6.261807154272093,0.028883717256745035,0.146891057552339,-0.6586688610609205,0.005465157638349547,0.27870751453020876,2.4135013425310077,-0.0611490426938649,4.697431137785418,19.406774512908896,1,9
train,train_load0_1e_m15_200x5.csv,35,299951,0.0,0.0,16.874140941275982,4.732508597170757,0.00822869069408127,2.299659834882768,-0.7189307017733184,0.011514088083524932,0.4152307809795924,2.550857218021677,-0.11636007133406484,4.992114845133136,18.311743444521994,2,8
train,train_load0_1e_m15_200x5.csv,36,299951,0.0,0.0,15.789721536098511,5.63429880268464,0.013970105092140635,1.8933198838021466,-0.7041038958284653,0.009500714745616817,0.5856808596999304,2.628770727005385,-0.1147910422346241,5.270571272712689,17.685477586714,2,8
train,train_load0_1e_m15_200x5.csv,37,299951,0.0,0.0,8.206535576450506,3.9851133246895643,0.016615759256466318,4.467196157452413,-0.8077609657279128,0.004154037733452954,0.7640080275897267,2.248480762686566,-0.08586650190870715,4.073067316696444,17.932741824703953,2,7
train,train_load0_1e_m15_200x5.csv,38,299951,0.0,0.0,11.670350812766003,2.427310894301513,0.007180653176525994,0.23274048136494407,-0.7938142352126225,0.01066610310183819,0.4307208659943482,2.504133751667565,-0.09723542582926543,4.407344390949928,16.39638863880998,2,6
train,train_load0_1e_m15_200x5.csv,39,299951,,0.0,,6.0977400764258824,0.004084975995959304,5.24951216774839,-0.8538922410958321,0.014428268257667513,1.270098502192307,2.456378758923245,-0.08622283140288997,4.597015445873836,17.617219987718045,0,9
train,train_load0_1e_m15_200x5.csv,40,299951,,0.0,,6.485868784148252,0.02262555891127582,2.4301627464922975,-0.5543111888340863,0.008231421725058618,0.2293429182987465,2.6900877550445808,-0.12228029403159525,6.4540793920103035,19.638307631081034,0,8
train,train_load0_1e_m15_200x5.csv,41,299951,0.0,0.0,13.42268249731103,5.4169047395586825,0.01711067852813583,1.5442451813597033,-0.6629702114319956,0.008503360517478699,0.35129164516877304,2.6814313448178533,-0.11759934626299234,5.575993133520537,17.702529130029006,2,7
train,train_load0_1e_m15_200x5.csv,42,299951,0.0,0.0,9.673334646665012,5.411960436397877,0.006058129666834841,0.47210935769458207,-0.7440894424923808,0.00624567718426608,0.4040429271124148,2.34975074775412,-0.06756899634064385,4.1966076086568815,16.189303017621,1,8
train,train_load0_1e_m15_200x5.csv,43,299951,0.0,0.0,12.903109892147995,2.9124884433913345,0.004639234052927742,1.558879458321008,-0.7792315857133943,0.0190881561410347,0.4033507680956173,2.4226336071935703,-0.1068194114719908,4.369146723095404,15.163655062890001,2,6
train,train_load0_1e_m15_200x5.csv,44,299951,0.0,0.0,14.127474840330024,7.004992488793757,0.01911022504057336,0.4967525588429984,-0.6273425237964767,0.009974561378786764,0.6780635309934474,2.6321241119037877,-0.11508089183929446,5.521002551730616,19.452103213649934,1,9
train,train_load0_1e_m15_200x5.csv,45,299951,,0.0,,6.2728447153578895,0.004265258957419873,6.613065779804328,-0.6380834584878031,0.031120911019617774,1.0408272569920174,2.4922627584123718,-0.08731863182954155,5.922393317924917,19.551031994338985,0,9
train,train_load0_1e_m15_200x5.csv,46,299951,,0.0,,6.2864806257994985,0.006975352437244112,3.335661603671901,-0.772690672857788,0.011869332896892668,0.24436073638193612,2.6134416183776974,-0.10960154213620238,5.015993675118039,17.541982534288024,0,8
train,train_load0_1e_m15_200x5.csv,47,299951,0.0,0.0,5.507257632035021,4.288978879148007,0.006561278381198096,0.3371921601038954,-0.5768531579320605,0.005823183197813823,0.08764291563487454,1.9833293027844534,-0.13636220148174916,4.510021925730919,19.32915768033797,1,11
train,train_load0_1e_m15_200x5.csv,48,299951,0.0,0.0,5.738702082677008,4.780533499425623,0.005641644795650892,0.4313444800481889,-0.5860741633817829,0.020440176717706794,0.2895113830563287,2.305844920903823,-0.06855852636295698,4.855410246941681,19.785388973008992,1,8
train,train_load0_1e_m15_200x5.csv,49,299951,0.0,0.0,11.20501089328701,5.950299431623283,0.015566046825957972,1.0560947997445451,-0.5924392911869372,0.012283963852545253,0.6883987887625244,2.5285187511780314,-0.09997063785241614,5.619428605624297,18.909784536314987,3,7
train,train_load0_1e_m15_200x5.csv,50,299951,0.0,0.0,7.2225586316339445,2.8608128319611787,0.02491468829557265,0.815930585682132,-0.8088429915511447,0.004067675408003026,0.34861306071349235,2.292788354359299,-0.10182363036230868,4.017024522765674,15.742863712569033,2,6
train,train_load0_1e_m15_200x5.csv,51,299951,0.0,0.0,16.255294848727658,2.676641828558502,0.019327824236357042,1.1113849896139856,-0.6314475025015218,0.005292080133392117,0.41077724590414966,2.5073911881966318,-0.09266214521333574,5.221595291125399,19.440612597104064,3,6
train,train_load0_1e_m15_200x5.csv,52,299951,0.0,0.0,13.569267112069497,4.422570134676415,0.008522544054103055,1.9938276642063508,-0.8303989279512072,0.007805870719147115,0.7896688743065463,2.541016638179241,-0.10171421957563181,4.4853745287802305,14.763684398706005,2,7
train,train_load0_1e_m15_200x5.csv,53,299951,0.0,0.0,4.445397231360971,3.8304511022099064,0.022002415342422595,1.049794608811049,-0.735902025082837,0.005074821591086293,0.6349394050205766,2.1104352585684985,-0.11744040244589087,4.081539273108402,15.913679314777937,2,12
train,train_load0_1e_m15_200x5.csv,54,299951,0.0,0.0,13.904006400164008,4.627175251802863,0.00530056734828212,0.7648539673380457,-0.6544000370455527,0.006954514717752478,0.1801887041428746,2.404439853458885,-0.10183365253606515,4.898247960374057,18.494942688764922,2,7
train,train_load0_1e_m15_200x5.csv,55,299951,0.0,0.0,14.605046320050008,4.597201988217892,0.017456960291958364,1.2362071185404995,-0.6592458499474364,0.009021919795949039,0.1901200220088605,2.559736427460171,-0.11798028801366368,5.218919146347293,18.791700426888042,2,7
train,train_load0_1e_m15_200x5.csv,56,299951,0.0,0.0,10.144201921094975,4.7666692847227035,0.016340964973579147,3.159976313317128,-0.7259352573300318,0.005248934128844842,0.7782348276491174,2.4602958505355246,-0.10028315818050507,4.729407560423969,19.852020667663055,2,7
train,train_load0_1e_m15_200x5.csv,57,299951,,0.0,,6.938579066586698,0.004419060390194949,5.705109987224542,-0.7982011845353568,0.012470550423256116,0.35808522601424586,2.4519558051102024,-0.12212513007129798,5.012958320476808,16.17521097883298,0,10
train,train_load0_1e_m15_200x5.csv,58,299951,,0.0,,3.087094937548869,0.023799680331250978,2.299317769259094,-0.7660806353181369,0.004272980299510993,0.11488508575955177,2.172722811660044,-0.07030383487862175,3.6720964985665905,17.16872342596207,0,8
train,train_load0_1e_m15_200x5.csv,59,299951,0.0,0.0,10.235726863332516,6.1661661064789905,0.0021857815867981746,6.401009984217184,-0.6642528769732546,0.025374470817467933,0.8741378273579389,2.503402832133368,-0.10258763856421659,5.623200709279121,19.406979275222994,2,7
train,train_load0_1e_m15_200x5.csv,60,299951,0.0,0.0,7.256372999547921,4.532158794887713,0.00753648776508822,2.73783295305098,-0.6693327205439215,0.0044294469016401715,0.3262338848307789,2.1946126936107455,-0.06150592873646699,4.005240159251087,19.34284698688498,1,7
train,train_load0_1e_m15_200x5.csv,61,299951,0.0,0.0,4.401359225220972,1.7747745310685212,0.00875199767939636,1.9156354557056758,-1.2570657348611662,0.002776815071806819,1.343305942879052,1.8299555697652758,0.0022258407778268123,2.1642250005609234,10.522331467981985,1,17
train,train_load0_1e_m15_200x5.csv,62,299951,0.0,0.0,4.880058403716021,6.591056566355557,0.017897092783089142,0.6170240542043022,-0.6172264731084918,0.008621338018293017,0.33817626502369597,2.3278218544669453,-0.1161013754827223,4.905040198114499,18.35408259191604,1,9
train,train_load0_1e_m15_200x5.csv,63,299951,0.0,0.0,9.238864624943062,5.267357503727713,0.007039031178152327,3.2085529576736143,-0.716084562467217,0.006118668771444674,0.5633762462439473,2.389013163873837,-0.0783979998794467,4.588362215598098,19.763732483197032,2,7
train,train_load0_1e_m15_200x5.csv,64,299951,0.0,0.0,12.139124642620516,3.975110184271003,0.016941890914122744,2.178092159120741,-0.5730079667889527,0.008103003193437161,0.41290884160957014,2.0680601879152456,-0.10192269572530677,4.693236625739202,19.718146775908053,2,8
train,train_load0_1e_m15_200x5.csv,65,299951,0.0,0.0,11.712860389405023,7.773296766558752,0.025100407920142582,0.8332458182700666,-0.6341731203603065,0.00683425288878203,0.09028612827605094,2.694585327823551,-0.12178282222571041,5.71624302877026,18.060645551491916,1,9
train,train_load0_1e_m15_200x5.csv,66,299951,0.0,0.0,14.7282816649915,3.6447639332312827,0.0014060479960791056,1.4695878218091383,-0.7057448402363253,0.015554510308314833,0.4594763847731615,2.3373194514939386,-0.10630620305120579,4.382893175607798,18.767886939166033,2,7
train,train_load0_1e_m15_200x5.csv,67,299951,0.0,0.0,10.833943328233033,3.6117636669893236,0.0099482623034972,2.374125679718251,-0.8001568587224052,0.006969208944805355,0.5373969714284569,2.390805696728885,-0.0756884870874279,4.171907508710918,16.855330992984022,2,6
train,train_load0_1e_m15_200x5.csv,68,299951,0.0,0.0,13.463012572820446,7.069412394177121,0.02689336770139253,4.711262501019009,-0.6826007594945921,0.006050379843562773,0.5242458482270992,2.721480438046715,-0.12333461342272924,5.909568001211776,19.46692966992896,2,8
train,train_load0_1e_m15_200x5.csv,69,299951,0.0,0.0,15.352067993931541,6.716107127076995,0.02070621129918017,3.0079465067329174,-0.6305379851176364,0.006069515213025198,0.373045553042604,2.7129775671567415,-0.1253586053047287,6.018275460572121,18.863825822728018,2,8
train,train_load0_1e_m15_200x5.csv,70,299951,0.0,0.0,15.024301039176493,4.84324468882986,0.00924459350994533,2.3680033511474443,-0.6489972552297563,0.01565385564522082,0.6245862221722667,2.6849549769419885,-0.12251405443905711,5.719750268522622,17.856253099569017,2,7
train,train_load0_1e_m15_200x5.csv,71,299951,0.0,0.0,12.269950698202024,3.4456451986789927,0.007653225874772926,0.2744005089459405,-0.8432896547523812,0.008812385262668554,0.5700718876002627,2.2330962986150817,-0.10437817642074831,3.6634766901404063,15.626216199496014,2,7
train,train_load0_1e_m15_200x5.csv,72,299951,0.0,0.0,13.259917789720703,3.3209859094811427,0.023373572627376795,1.1224636203818523,-0.6746649482564226,0.005676870197288857,0.3711304772183656,2.6107833637876245,-0.11975696493690921,5.2937719053777395,17.40726161553107,3,6
train,train_load0_1e_m15_200x5.csv,73,299951,0.0,,14.489032490475324,1.0176406363230057,0.004593743857028875,0.5580503123976346,-0.7653903149621872,0.009410139860608175,0.3918758498978639,2.4400670788963406,-0.083565912474506,4.455455074285286,15.315287258985961,3,5
train,train_load0_1e_m15_200x5.csv,74,299951,0.0,0.0,4.951055013808997,5.81082119714587,0.008702017484053238,0.0996438355942324,-0.6349783833772795,0.020426226001691153,0.3588511256853192,2.4020962412212903,-0.1225612754771525,5.110089857501832,17.648460672917025,1,8
train,train_load0_1e_m15_200x5.csv,75,299951,,0.0,,6.108998088592987,0.023931608516077157,0.9803885579626588,-0.6514943225614519,0.006432991309683875,0.13401886862118317,2.458462493201824,-0.08052180165401951,5.013802512144669,17.899476317238054,0,9
train,train_load0_1e_m15_200x5.csv,76,299951,0.0,,9.613420821896321,0.7579050134418139,0.010688908279742332,0.27011037551276473,-0.8242063580402523,0.006858859676089125,0.45905895949241043,2.1784178658305167,-0.04623632357473782,3.5850078517065382,15.201926780546955,3,5
train,train_load0_1e_m15_200x5.csv,77,299951,0.0,0.0,16.969029769118038,2.4729765096314886,0.014075397227803719,0.9099046410511082,-0.5945444619390238,0.007441502224106139,0.343527298348878,2.641810319381425,-0.11882848505135647,5.891682861171067,19.705401254890035,3,6
train,train_load0_1e_m15_200x5.csv,78,299951,0.0,0.0,10.600126164607502,4.309452176036359,0.01020407938602628,0.9710148797295401,-0.9366260759277939,0.005931958202823963,0.8530116986577049,2.334347028755842,-0.055329193395654286,3.6062118223500144,13.164040917451985,2,8
train,train_load0_1e_m15_200x5.csv,79,299951,0.0,0.0,7.968453202653052,4.480437927641887,0.014331423517069963,2.5931122956182975,-1.0155947144425093,0.0052541962972471904,1.217879592982671,2.2789730037949734,-0.046083390140412815,3.3359427695811714,13.514926968901932,2,8
train,train_load0_1e_m15_200x5.csv,80,299951,0.0,0.0,8.108240519050014,4.617253768789851,0.004451077096742859,2.708493661729431,-0.9004981922149672,0.006906206341163847,0.40928839700627245,2.286481132891774,-0.04757187706717791,3.719284507055626,14.207448248846049,2,7
train,train_load0_1e_m15_200x5.csv,81,299951,0.0,0.0,16.373523970906007,4.394816901664001,0.010405037807379633,2.270387852502432,-0.6893836695771255,0.011596567444198938,0.6082168423672963,2.6100691684908366,-0.11174824587036333,5.207292283645321,19.830454812227003,2,7
train,train_load0_1e_m15_200x5.csv,82,299951,0.0,0.0,14.048083655784978,2.7996614183453326,0.01218453474720207,2.3157817718523592,-0.6517855166168723,0.00488620771926383,0.3707484829435136,2.2382708155306155,-0.09387997360208966,4.468512700344046,19.87267591997204,2,6
train,train_load0_1e_m15_200x5.csv,83,299951,0.0,0.0,15.155387956589683,4.803870292841842,0.013500286254030215,0.8642439510479587,-0.6075134121267254,0.007531058741745402,0.5425330492444477,2.601501849499231,-0.12092198103084734,5.706168532635072,18.59650800236693,3,7
train,train_load0_1e_m15_200x5.csv,84,299951,0.0,0.0,4.09609702646992,4.548191448758871,0.013512273075158917,2.6484797588712543,-0.8380849371098944,0.004166899188270117,0.1709565952168533,2.102966990515247,-0.07976172303883511,3.5009765649700952,16.275171261081027,1,8
train,train_load0_1e_m15_200x5.csv,85,299951,0.0,0.0,13.308599405875952,4.048855323988424,0.027808750062966014,1.323802065540792,-0.6989401450797794,0.004904843231641759,0.3928926256531617,2.3971226687924014,-0.07653114694517107,4.544850380586288,17.352598034131915,2,7
train,train_load0_1e_m15_200x5.csv,86,299951,0.0,0.0,16.103476390473503,2.807969286541507,0.005622597676366404,2.056084883584945,-0.6827818993232624,0.010293213483519706,0.3541277486717821,2.1885967017569388,-0.058862470123878956,4.164875293362009,18.13649717849603,2,8
train,train_load0_1e_m15_200x5.csv,87,299951,0.0,0.0,15.573739523898496,4.900949306457976,0.010526613552609426,1.1858989967880769,-0.6823744276952015,0.005596119593670731,0.6634585463611928,2.5605679392593528,-0.097419732472263,5.166794717805658,18.297903342357017,2,7
train,train_load0_1e_m15_200x5.csv,88,299951,0.0,0.0,12.846054306909082,4.975203949384735,0.011495097950959595,3.0577201486003216,-0.6182711415002311,0.0059723010214826275,0.4731337516164491,2.4949015930867087,-0.09248918247733397,5.294648245591572,18.559779096282,1,8
train,train_load0_1e_m15_200x5.csv,89,299951,0.0,0.0,14.361897437736957,5.318679144992885,0.0030159775339802897,1.3600146040563863,-0.7135901748857196,0.007624714812315372,0.803280429838971,2.2931333571538235,-0.10520540132194868,4.504228266916695,18.080463555324968,1,8
train,train_load0_1e_m15_200x5.csv,90,299951,0.0,0.0,7.809872463090073,6.222024465993755,0.010325631247350153,3.377640635840462,-0.7144116189037634,0.007516000792033476,0.8821392012892556,2.478627005648294,-0.10371063339545515,4.855603479394213,17.02385465854104,1,8
train,train_load0_1e_m15_200x5.csv,91,299951,0.0,0.0,9.391692248321325,4.354263560556855,0.009802476188094772,0.2826519838886776,-0.6096377909055708,0.015243930204268372,0.5842053111100467,2.169969343284569,-0.11922130117066868,4.665951548526423,18.150067356865975,3,7
train,train_load0_1e_m15_200x5.csv,92,299951,0.0,0.0,14.430980148616982,4.278372027334025,0.02314122993970851,1.8772474988681842,-0.662709106989207,0.006710344117668988,0.5885876029567543,2.641543874062941,-0.11781584409612732,5.424540102944801,18.443988118361972,2,7
train,train_load0_1e_m15_200x5.csv,93,299951,0.0,0.0,12.055036448251997,3.9720171376888596,0.005537690797785546,0.008417071859879499,-0.8041625549154127,0.011928208857652825,0.3154097608154606,2.397967028277557,-0.06684847382830447,4.0979926059171925,16.235467465309,1,7
train,train_load0_1e_m15_200x5.csv,94,299951,0.0,0.0,13.381923185945482,4.7880757745198395,0.012497241029877653,1.3874264344724456,-0.7718646181143846,0.006929527211514445,0.4270683029993398,2.4561289181458337,-0.10083856556009656,4.397783535390353,16.47929757493796,2,8
train,train_load0_1e_m15_200x5.csv,95,299951,,0.0,,5.802340355757789,0.0073250661199507966,6.027957968551891,-0.7000002252096812,0.017689164103721056,1.4878483652689822,2.478533449401031,-0.08682956665423486,5.36739131081677,19.872963535496012,0,9
train,train_load0_1e_m15_200x5.csv,96,299951,0.0,0.0,14.604513849667995,6.014394920617374,0.0036795435961856516,2.997087623522765,-0.6999068955260321,0.02014259068550961,0.10957445012070778,2.6190764673748395,-0.10994987673836468,5.235519955507196,17.884231938672997,1,8
train,train_load0_1e_m15_200x5.csv,97,299951,0.0,0.0,7.963014353972994,4.953127689322997,0.013461995596406397,2.460168289445477,-0.7812253615654324,0.006117528659959004,0.06686060800695554,2.3290824866790834,-0.08764285401953471,4.243415495713195,15.82031822075703,1,8
train,train_load0_1e_m15_200x5.csv,98,299951,0.0,0.0,7.748091673241959,5.542482134985432,0.01270185572367445,3.965813317933167,-0.7074282931797957,0.00845552649027595,1.0899841904304874,2.438499972015138,-0.12000109961276485,5.049371741318518,18.845092173245007,2,7
train,train_load0_1e_m15_200x5.csv,99,299951,0.0,0.0,11.556922385825487,4.069615621924137,0.0077130797187922205,2.6048445766065145,-0.7145784962175687,0.00596804727455935,0.36376093517881836,2.324288182528833,-0.10646654781245637,4.4244130593140065,18.773156220005944,2,7
train,train_load0_1e_m15_200x5.csv,100,299951,0.0,0.0,18.792057687549914,4.2709989079069794,0.022219375675517235,4.885417352582806,-0.6018221446134477,0.006868061655871546,0.389212140024471,2.47446890216549,-0.13306066369575204,5.947142330519699,19.83217353504199,1,7
train,train_load0_1e_m15_200x5.csv,101,299951,0.0,0.0,12.084166427614681,2.3788094159782855,0.010257889546275632,0.8165102320412698,-0.8381984205788693,0.0036639564015153387,0.43031575095755775,2.242298250209175,-0.04437669183756419,3.638621570818136,14.61641054894892,3,7
train,train_load0_1e_m15_200x5.csv,102,299951,0.0,0.0,12.479454304554011,0.9668043721030024,0.004575406536778612,4.54736943390315,-0.6876007097053001,0.015327469545676712,0.7964225716190307,2.0370527116495967,-0.0776505961561327,4.052420816171779,19.022660866889026,2,8
train,train_load0_1e_m15_200x5.csv,103,299951,,0.0,,5.9961515921373,0.02335791317879772,5.092739046555599,-0.7790152021354863,0.005782014051395506,1.8090150834688903,2.307782338510365,-0.0971591654649561,4.498535346436127,18.816155774967,0,10
