run_index,rotor_speed_mean,rotor_speed_std,rotor_speed_min,rotor_speed_max,rotor_speed_rms,torque_mean,torque_std,torque_min,torque_max,torque_rms,del_pos_mean,del_pos_std,del_pos_min,del_pos_max,del_pos_rms,i_3p_a_mean,i_3p_a_std,i_3p_a_min,i_3p_a_max,i_3p_a_rms,i_3p_b_mean,i_3p_b_std,i_3p_b_min,i_3p_b_max,i_3p_b_rms,i_3p_c_mean,i_3p_c_std,i_3p_c_min,i_3p_c_max,i_3p_c_rms,direct_mean,direct_std,direct_min,direct_max,direct_rms,quadrature_mean,quadrature_std,quadrature_min,quadrature_max,quadrature_rms,rod_demand_pos_mean,rod_demand_pos_std,rod_demand_pos_min,rod_demand_pos_max,rod_demand_pos_rms,rod_actual_pos_mean,rod_actual_pos_std,rod_actual_pos_min,rod_actual_pos_max,rod_actual_pos_rms,position_error_mean,position_error_std,position_error_min,position_error_max,position_error_rms,current_rms,ylabel,split,DV
1252,-18.786680274080027,51.15866483207436,-182.99677138408,88.6914396104553,54.49906736010286,-0.003564915523264725,4.675399998063878,-17.7811552005658,19.2972889673774,4.675401357158378,-27.208569161744407,14.105087912482547,-42.471384337007976,-5.079829489081021,30.64734476016299,-0.24297181362907766,3.4510532946833488,-18.385157262601,11.141532611991,3.4595959511138004,0.18998311188454567,2.958789795182152,-11.1413979938999,11.201288088842,2.9648829040748605,0.05298870174453202,3.0109197392626963,-12.9424191528806,12.5642122940479,3.0113859730685992,-0.00017017092593481288,0.24101186476429254,-1.75430892222445,2.06634352496334,0.2410119248404644,-0.003395157641204553,4.45276190291798,-16.9344335243484,18.3783704451214,4.452763197293693,862.7914308382556,14.10508791248188,847.528615662992,884.920170510919,862.906719543279,863.9754151209246,14.497987603889195,846.917218493584,890.000001680088,864.097048703406,1.18398428266904,3.6653086581632888,-4.903279624563993,17.809705968256935,3.851792613993397,3.153187818628036,LO,train,0.020896426202920124
322,-5.959688671119071,59.77801003859005,-182.878349783583,182.846180000426,60.074357035514225,-0.008078661949313991,4.901292860888209,-19.3907546056606,23.4784715053755,4.901299518798317,-11.660812577815276,6.441793650825541,-20.362273851201053,-4.11822554766195,13.321833785735025,-0.2679642473204654,3.357085618287751,-18.6730634077448,16.1038175619224,3.3677631576992573,0.009035185502173604,3.2426799186002433,-15.0612580233882,10.9736569656018,3.2426925060927902,0.2589290618182918,3.2937672203226214,-11.060787103838,19.9929845107662,3.303928988450858,-0.0003360451322184072,0.2433571931240568,-2.45480406521665,0.917078849492313,0.24335742514160189,-0.0076939637612514055,4.667897962750676,-18.4673853387244,22.3604490527386,4.667904303617445,867.3391874221846,6.441793650829949,858.637726148799,874.881774452338,867.3631089362837,867.7039949342883,6.356373010207833,857.456128863742,878.999999999956,867.7272764542834,0.3648075121036006,4.273784794164951,-15.49749838908906,16.234440251049023,4.2893264025628515,3.3051893609974767,LN,test,0.0006521075730422309
1354,-14.224011053004535,62.56244199633483,-183.188410317954,183.00223084452,64.15903396234044,-0.0008939007428154743,5.891217581325164,-22.0783421636707,19.3796070361303,5.8912176491429395,-15.27441391351771,8.20470510074282,-28.439099103844,-4.194359400747999,17.33853817920123,0.15015326283767227,4.2175320025769185,-15.2046932807627,17.1713490406418,4.220204046619224,0.06341497596549464,3.7422748866149274,-12.1141691124221,12.2371166837751,3.7428121494626834,-0.21356823880316692,3.9306334487455987,-14.7408636056138,21.0248790445338,3.9364312138056223,-0.00029969369203242173,0.25113337267854774,-1.71999582169381,1.48670737171777,0.25113355150041455,-0.000851334040776676,5.610683410785871,-21.0269925368293,18.4567686058384,5.610683475374228,485.7255860864823,8.204705100743206,472.560900896156,496.805640599252,485.79487663503295,486.4789051679599,7.884586381013947,471.304436678356,501.000001506928,486.5427955234941,0.7533190814775754,4.421374708439057,-15.488654452796027,16.255893965968028,4.485091297949549,3.971324534807413,MED,train,0.26518632460382874
668,1.4293085585389869,71.0272066052811,-183.067703305234,183.195814611293,71.04158642024261,0.012998889326649473,5.993811589959465,-20.0548549154509,22.6908146019425,5.993825685407955,-13.137721913667745,9.803369263957576,-27.037841089149996,2.852219792863025,16.39224774112366,-0.36327456430385796,3.963872241110634,-16.8936896208494,15.8668594815379,3.980483834022894,0.15902747653570348,4.062605858250193,-20.6406892429944,12.225780831405,4.06571716893614,0.20424708776815445,4.069854223118659,-12.2997817932016,18.3932558610435,4.074976106715051,-0.0003812224007381911,0.25935707120897916,-1.18062723452434,2.25919076258063,0.25935735138341137,0.012379894596809044,5.708391990437587,-19.099861824239,21.6102996208976,5.708405414674243,618.8622780863323,9.803369263959556,604.96215891085,634.852219792863,618.9399205796394,618.8594063970908,9.100147708413198,603.737298969699,636.054817264677,618.9263102942664,-0.0028716892415439526,5.577179802035291,-19.367460552910984,17.65970377656697,5.577180541351473,4.040616203872798,MED,test,0.27970289066507514
1418,-5.153717748613479,55.46198449011316,-183.338278186671,182.99546752574,55.70092037133611,-0.004616805530508353,5.7442366976558406,-19.014201189338,16.6385511526458,5.744238552984146,8.09477340125297,10.244585120808747,-10.29955139565402,19.055525817228958,13.056679544016102,0.19659261435902917,3.717386034808556,-13.0455040048833,15.8464590231225,3.722580769816848,-0.009103988954001304,3.9629561152667234,-14.1824662562827,18.0044352473604,3.96296657242334,-0.18748862540502786,3.9219494299523556,-13.5591183531239,13.3220558417451,3.9264283153726205,-0.0007641397646910255,0.24035641820825276,-1.26504149178086,1.28450144763578,0.24035763287959147,-0.004396957648103203,5.470701616815087,-18.1087630374648,15.846239192996,5.470703383794424,600.094773401253,10.244585120807672,581.700448604346,611.055525817229,600.1822128219052,600.4089594440499,9.638510164327839,580.417052337917,611.482758297136,600.486319127151,0.31418604279694307,3.6762287677937584,-13.299765476587027,15.225083235256989,3.6896301742373607,3.8721032595440454,MED,train,0.39758605813180004
218,11.370918991190765,63.56860598290345,-182.949996021895,182.639442844833,64.57759259459779,0.0051155076906138205,5.302533608525981,-14.9844396257646,17.0930625056595,5.302536076064593,3.9645267169039142,14.698635343556983,-18.59679557106097,22.729762758979973,15.223907285973185,0.006521626201448164,3.812887484047057,-14.2709242618496,11.9114076221167,3.8128930613919674,0.24364108179991528,3.5084661947201186,-13.0021010939272,15.4717797537408,3.516915696492383,-0.2501627080013635,3.3734028139597974,-12.4645523040368,11.0377456200859,3.3826658016579847,-0.00029736421602224663,0.2516701267773416,-1.86577327986765,1.09478076158285,0.2516703024546205,0.004871912086298864,5.050032008119982,-14.2708948816806,16.2791071482472,5.050034358156755,984.964526716904,14.698635343551539,962.403204428939,1003.72976275898,985.0741945516679,984.5579554027252,14.102156528801089,961.150655901651,1004.36651302833,984.6589452016152,-0.40657131417871406,4.59886464592028,-12.768326917100921,18.59679557101697,4.616801518909869,3.575345085421917,LN,test,0.0006545247297551104
811,-1.9270052627242842,66.662056059682,-183.302293938707,183.182015671674,66.68990228952771,0.0062728460096585555,6.600620991754094,-22.7613075800019,19.5983497384431,6.600623972427293,5.5496491077759895,8.469577050056568,-3.849701211712045,18.32138893837805,10.125825429380251,0.5111081458764025,4.562563343148051,-13.2299179298507,17.4652478253519,4.591101806431603,0.095594149695463,4.39569026626704,-13.5612938799387,16.1727269204783,4.396729598054763,-0.6067022955718655,4.312563041724689,-21.6786646739656,13.1362753976468,4.355030156531855,0.0006151283110202213,0.2571917113277855,-1.89714599265025,1.81820787849828,0.2571924469313863,0.005974139056817611,6.286305706432471,-21.677435790478,18.6650949889935,6.286308545168851,730.549649107776,8.469577050059094,721.150298788288,743.321388938378,730.5987431873267,730.4799317419814,7.975800920601183,719.916823752927,744.571332873048,730.5234726400616,-0.06971736579468359,4.71521212495476,-18.321388938306086,13.522419114078957,4.715727504257824,4.448810126304644,HI,train,0.4579314420800855
76,-1.5683131836939406,65.06628155082113,-183.231763229986,183.761353643493,65.08517958101426,-0.012931981558668915,6.839003788161483,-20.0354524467932,18.3148474080299,6.8390160147958525,-2.5893755594422383,9.621137663461047,-14.051424752217995,14.306479367832992,9.963491141517892,-0.3249497552256741,4.6340988103088,-16.7432867151003,14.3928232295956,4.645477814727637,0.5694769259997919,4.476587382158442,-15.5277576873622,18.7460067363549,4.512664241813958,-0.2445271707741179,4.661673646974338,-17.2855154994819,15.3165059510752,4.668082553698232,0.0010444904611542065,0.258239015170042,-1.62258612725324,1.42474047257304,0.2582411274687218,-0.012316172913017993,6.513336941106175,-19.0813832826602,17.4427118171713,6.513348585519861,203.41062444055777,9.62113766346074,191.948575247782,220.306479367833,203.63803285544893,203.46699345277236,9.480140031268148,191.548573231342,221.594877234227,203.68772785743124,0.056369012214583736,4.714479460165033,-15.240673664837999,17.442698998428995,4.714816438193116,4.609251472658542,HI,test,0.6519121841766176
49,8.278374590692135,58.750753907029036,-183.340275041605,182.842258800098,59.33112648945834,-0.02084979295838783,6.675862789817493,-17.8431047754061,22.3567893735078,6.675895348366105,-2.7140071118659974,12.148244846390304,-18.127653590683,16.553042766778987,12.447718162422692,0.09274531449866398,4.775502010722264,-16.9936166344411,14.4252745370889,4.776402532008148,0.27186413909176443,4.470869803036781,-15.4410719261068,20.6587688036688,4.479127918002594,-0.3646094535904284,4.2093075814165255,-14.5178707653546,15.2107091915573,4.225069273824768,-0.0002866450511409876,0.24719331058506117,-1.45016393670432,2.29528346337553,0.24719347678162515,-0.019856945674655097,6.357964561730946,-16.9934331194343,21.2921803557218,6.357995569872482,213.285992888134,12.148244846390883,197.872346409317,232.553042766779,213.6316798022358,213.07804552143244,11.402905917397788,196.658490767646,233.947043713712,213.38294155483626,-0.20794736670157307,4.173238633948658,-12.085424616029997,18.127653590660003,4.178416303242148,4.49917838507663,HI,test,0.6927891242225124
1090,4.902809817470071,60.41155771912343,-182.85346493583,182.931795118824,60.610179426869074,-0.0066741990655909,4.77578508772742,-17.2818227069738,20.6602582994907,4.775789751349275,15.384543216456192,6.5137939374531815,8.62123579513002,26.76420322102598,16.706695706770088,0.18216403496936906,3.1969332655085143,-15.7481951888195,14.1750396073764,3.2021189921286894,-0.07524866012819557,3.21232476404254,-16.3935850092399,15.4906813263489,3.2132059925457703,-0.10691537484117347,3.245159897594097,-11.0530113580165,18.5858326344259,3.246920642444216,0.00012668880420107085,0.24390117872284617,-1.60144054570008,2.39716712995287,0.24390121162562284,-0.006356380062467534,4.548366750216591,-16.4588787685465,19.6764364757055,4.548371191761214,307.38454321645617,6.513793937454351,300.62123579513,318.764203221026,307.4535524593089,307.15633977877417,6.788757347124528,291.999996903703,319.537867336401,307.2313530429665,-0.2282034376820358,4.660367694101638,-17.503162970003018,18.150067356865975,4.665951548526423,3.220804891566375,LN,train,0.00043827426142217096
67,13.146111846325297,68.55292085404635,-170.125068362412,183.363691189666,69.80202872622856,-0.013797722819688852,7.721207643633209,-23.3523490882272,23.4282231485197,7.72121997182148,13.588781877129929,7.907515026637789,3.4165398419569897,26.285623200244004,15.72207959529264,-0.1804940538036514,5.362277062727983,-21.5989264390331,17.6715431989795,5.365313914480413,-0.09743535482899532,5.116988067103954,-20.6290533446371,18.0762877037383,5.117915642842788,0.2779294086326467,5.114280781094519,-15.0636027813484,19.6445851463144,5.121827082600081,6.817850982234298e-05,0.25933035499696455,-2.23078779964415,1.74262057497617,0.259330363959103,-0.013140688399703788,7.353531089174485,-22.2403324649783,22.3125934747806,7.353542830306171,472.5887818771299,7.907515026638858,462.416539841957,485.285623200244,472.65493285271657,471.52907959535986,7.512577857195049,458.999998448598,486.479383395132,471.5889223996972,-1.0597022817700998,4.9547266768082,-18.966728819213017,11.127188710840016,5.0667825459421065,5.202972438655546,HI,test,0.8177090468622319
973,-4.15624688856035,75.60812966819233,-183.341281875268,183.272689173591,75.7222798132812,0.018772336606799726,7.625802564531873,-22.1085687233764,21.4578053866278,7.625825670302369,-8.76336647427344,8.042743437041803,-18.68845310537904,3.862415505714012,11.894633830282405,-0.06000104075217127,5.174320579514806,-20.6869648725963,14.4399671125582,5.174668451648064,0.22588919890924014,5.1320419832837025,-19.2266095744225,18.5033167054369,5.13701088653415,-0.1658881581570689,5.102419997555876,-16.8699953666286,14.4889390223047,5.105115935262867,-0.00015188969003955604,0.26865066804303855,-1.90681953884206,1.41212677208339,0.2686507109807247,0.017878415815999756,7.262669109077976,-21.0557797365489,20.4360051301217,7.262691114573686,738.2366335257266,8.04274343703866,728.311546894621,750.862415505714,738.2804431930945,738.378348901944,7.605249698681477,727.026313129231,752.090507825256,738.4175146555913,0.14171537621743943,5.875489483425122,-19.70422790255202,18.688454357475052,5.877198305119171,5.1390103828567035,HI,train,0.7159798833813261
1188,21.12983940844462,75.50441312695717,-182.851380152239,183.009204056581,78.40527096485849,0.0006746836298708488,5.680131401719521,-17.536225643707,20.9251083090721,5.68013144178884,26.699999625819718,11.16559122939341,12.78398503109895,42.24590952231404,28.940635921152115,0.23610527217409366,3.9500350216486453,-18.7656283519332,14.1750396073764,3.9570850852362547,-0.08266110240475381,3.6995590278196526,-15.2858258414594,12.5417095260584,3.700482381821681,-0.1534441697693399,3.8249248862107748,-11.1532476675236,15.4954070599976,3.82800150187937,0.0007913883309274581,0.2698560863752869,-1.04654856689658,1.99091180860212,0.2698572467977776,0.000642555837972239,5.409648954018592,-16.7011672797209,19.9286745800687,5.409648992179848,799.6999996258197,11.165591229393101,785.783985031099,815.245909522314,799.7779440751276,798.3421269737843,11.42478620495032,772.999996903703,816.297137828178,798.4238707859721,-1.3578726520355187,6.148374377584363,-18.671978406341054,19.24215446369601,6.296532825776571,3.82995594963191,LN,train,0.0002505792505013384
1096,9.984765208833224,60.908356118041326,-182.488939171314,183.016181832016,61.72133651564643,-0.005354425106618755,5.149857290576811,-15.8360947642862,18.7802543758499,5.149860074135545,-2.9138599621835333,13.929725328467377,-17.83141250301196,19.959879014483025,14.231227199569327,-0.1656693401662797,3.502378620487726,-16.4033005181713,13.3907715467252,3.5062946726595348,0.06169641428790484,3.4994418294979863,-12.7058616094899,14.6440002831096,3.4999856521957624,0.10397292587837484,3.409339330728683,-12.8357615956897,11.0609105060544,3.410924367582666,0.001367074020556218,0.25209913491948416,-1.70051664063468,1.1955323183615,0.2521028415518753,-0.005099452482494028,4.904625991025536,-15.0819950136059,17.8859565484285,4.904628642033853,684.0861400378164,13.929725328468518,669.168587496988,706.959879014483,684.2279475727117,683.3937049141925,13.197211552950556,668.841839081937,708.227975706232,683.5211206020775,-0.6924351236239032,4.186538984511048,-15.82031822075703,12.778674798415977,4.243415495713194,3.4726746146865937,LN,train,0.00012392057093272682
244,3.598429558378554,62.79824905048008,-182.827105915188,182.939508655503,62.901262142287216,-0.03347447069274071,4.92616675547617,-23.6206907432429,16.4559880198328,4.926280487644483,14.764839870824765,6.896914567166733,7.205204543741047,27.350656031244966,16.296254997940274,0.10736932626190675,3.2504937409300907,-11.0261269094857,18.6630738198979,3.2522665530438357,-0.020684510814948712,3.3803379753449665,-17.8158734359538,14.6286090210408,3.3804012596949136,-0.08668481544695801,3.3327058633588873,-12.368412425761,20.9806551889438,3.333833023547487,-0.0004911563627488924,0.25920368836352503,-2.38648341397987,1.9755374189624,0.25920415370095456,-0.03188044827880069,4.691587386167781,-22.4958959459456,15.6723695426979,4.691695702518556,552.7648398708247,6.896914567171068,545.205204543741,565.350656031245,552.8078650199953,552.3685431128634,6.995737669596173,537.999998321713,566.606206696674,552.4128417824563,-0.39629675796130914,4.6719749210611905,-16.118023960054074,15.584173449041032,4.688752582872695,3.3225890024442473,LN,test,0.00012776993318754678
938,8.954889721909986,58.37138301585981,-146.854059192186,183.65784692762,59.05428354586801,-0.010107194528266727,6.429576144230126,-20.7640471671457,19.2750852173631,6.42958408840217,-0.9518573877836495,10.140496625853729,-10.753452354980992,17.904132289074994,10.185072621519652,0.17290333341966493,4.0974681304389655,-16.5719165747493,14.594869516139,4.101114561027359,0.3106047701071464,4.509798853294332,-18.2928108184976,15.2189597976356,4.520482388018803,-0.48350810352681134,4.341729624462167,-19.7428293691642,15.5781594360173,4.36856912708366,-0.00016059712938935346,0.25034645270935496,-1.51029003799518,1.10881831995043,0.2503465042208404,-0.009625899550730201,6.123405851647739,-19.7752830163292,18.3572240165363,6.123413417525876,340.04814261221634,10.140496625853794,330.246547645019,358.904132289075,340.1993077092268,339.3174795869591,9.156481311571635,329.439284865137,360.214365930279,339.4410009165887,-0.730663025257216,4.220332931802198,-19.368981879908006,9.122107973409015,4.283115514637933,4.333524273274094,HI,train,0.6212479781154996
